Restaurant Name,Link,Venue ID,City,State
Acre,https://resy.com/cities/auburn-al/venues/acre,9678,Auburn,AL
Amsterdam Cafe,https://resy.com/cities/auburn-al/venues/amsterdam-cafe,68492,Auburn,AL
Bow & Arrow BBQ,https://resy.com/cities/auburn-al/venues/bow-and-arrow-bbq,15426,Auburn,AL
Lucy's,https://resy.com/cities/auburn-al/venues/lucys,2778,Auburn,AL
Vintage 2298,https://resy.com/cities/auburn-al/venues/vintage-2298,59362,Auburn,AL
War Eagle Supper Club at Graduate Auburn,https://resy.com/cities/auburn-al/venues/war-eagle-supper-club-at-graduate-auburn,84661,Auburn,AL
All Steak,https://resy.com/cities/cullman-al/venues/all-steak,6080,Cullman,AL
Ledger's,https://resy.com/cities/cullman-al/venues/ledgers-at-stone-bridge-farms,39446,Cullman,AL
Automatic Seafood and Oysters,https://resy.com/cities/birmingham-al/venues/automatic-seafood-and-oysters,25116,Birmingham,AL
Bettola,https://resy.com/cities/birmingham-al/venues/bettola,10320,Birmingham,AL
Bistro Two Eighteen,https://resy.com/cities/birmingham-al/venues/bistro-two-eighteen,74522,Birmingham,AL
Blueprint on 3rd,https://resy.com/cities/birmingham-al/venues/blueprint-on-3rd,65498,Birmingham,AL
Bocca Ristorante,https://resy.com/cities/birmingham-al/venues/bocca-ristorante,74520,Birmingham,AL
Bottega,https://resy.com/cities/birmingham-al/venues/bottega,12206,Birmingham,AL
Cafe Dupont,https://resy.com/cities/birmingham-al/venues/cafe-dupont-birmingham,59634,Birmingham,AL
Cayo Coco,https://resy.com/cities/birmingham-al/venues/cayo-coco,69095,Birmingham,AL
Chez Fonfon,https://resy.com/cities/birmingham-al/venues/chez-fonfon,34939,Birmingham,AL
Chuck's Fish - Birmingham,https://resy.com/cities/birmingham-al/venues/chucks-fish-birmingham,1845,Birmingham,AL
Cru Lounge Birmingham,https://resy.com/cities/birmingham-al/venues/cru-lounge-birmingham,59838,Birmingham,AL
Current Charcoal Grill,https://resy.com/cities/birmingham-al/venues/current-charcoal-grill,79984,Birmingham,AL
Dyron's Lowcountry,https://resy.com/cities/birmingham-al/venues/dyrons-low-country,4991,Birmingham,AL
Helen,https://resy.com/cities/birmingham-al/venues/helen,28404,Birmingham,AL
Hot and Hot Fish Club,https://resy.com/cities/birmingham-al/venues/hot-and-hot-fish-club,5694,Birmingham,AL
Dyron's Lowcountry,https://resy.com/cities/birmingham-al/venues/dyrons-low-country,4991,Birmingham,AL
Helen,https://resy.com/cities/birmingham-al/venues/helen,28404,Birmingham,AL
Hot and Hot Fish Club,https://resy.com/cities/birmingham-al/venues/hot-and-hot-fish-club,5694,Birmingham,AL
J. Alexander's Hoover,https://resy.com/cities/birmingham-al/venues/j-alexanders-hoover,6852,Birmingham,AL
Juniper at the Museum,https://resy.com/cities/birmingham-al/venues/juniper-at-the-museum,84112,Birmingham,AL
La Fête,https://resy.com/cities/birmingham-al/venues/la-fete,61163,Birmingham,AL
Luca,https://resy.com/cities/birmingham-al/venues/luca,78404,Birmingham,AL
Magnolia Point Seafood,https://resy.com/cities/birmingham-al/venues/magnolia-point-seafood,83661,Birmingham,AL
Ocean,https://resy.com/cities/birmingham-al/venues/ocean,45460,Birmingham,AL
OvenBird Restaurant,https://resy.com/cities/birmingham-al/venues/ovenbird-restaurant,5663,Birmingham,AL
Ruby Sunshine Brook Highland,https://resy.com/cities/birmingham-al/venues/ruby-sunshine-brook-highland,69500,Birmingham,AL
Satterfield's,https://resy.com/cities/birmingham-al/venues/satterfields,59250,Birmingham,AL
Sloan’s,https://resy.com/cities/birmingham-al/venues/sloans,84681,Birmingham,AL
Tasty Town Greek Restaurant and Lounge,https://resy.com/cities/birmingham-al/venues/tasty-town-greek-restaurant-and-lounge,72109,Birmingham,AL
The Essential,https://resy.com/cities/birmingham-al/venues/the-essential,6741,Birmingham,AL
The Fish Market | Southside,https://resy.com/cities/birmingham-al/venues/the-fish-market-southside,84363,Birmingham,AL
Village Tavern - Birmingham,https://resy.com/cities/birmingham-al/venues/village-tavern-birmingham,37239,Birmingham,AL
Botanic,https://resy.com/cities/opelika-al/venues/botanic,62897,Opelika,AL
Brock's,https://resy.com/cities/hoover-al/venues/brocks,74708,Hoover,AL
Farrelly’s Southern Bar & Kitchen,https://resy.com/cities/hoover-al/venues/farrellys-southern-bar-kitchen,74267,Hoover,AL
Farrelly’s Southern Bar & Kitchen,https://resy.com/cities/hoover-al/venues/farrellys-southern-bar-kitchen,74267,Hoover,AL
Central Restaurant,https://resy.com/cities/montgomery-al/venues/central-restaurant,10316,Montgomery,AL
Chuck's Fish Montgomery,https://resy.com/cities/montgomery-al/venues/chucks-fish-montgomery,65506,Montgomery,AL
Cork & Cleaver,https://resy.com/cities/montgomery-al/venues/cork-and-cleaver,62734,Montgomery,AL
Frenchie's,https://resy.com/cities/montgomery-al/venues/frenchies,72355,Montgomery,AL
Frenchie's,https://resy.com/cities/montgomery-al/venues/frenchies,72355,Montgomery,AL
Ravello Ristorante,https://resy.com/cities/montgomery-al/venues/ravello-ristorante,58633,Montgomery,AL
Vintage Year,https://resy.com/cities/montgomery-al/venues/vintage-year,10532,Montgomery,AL
Chuck's Fish: Mobile,https://resy.com/cities/mobile-al/venues/chucks-fish-mobile,58558,Mobile,AL
Dauphin's,https://resy.com/cities/mobile-al/venues/dauphins,65327,Mobile,AL
Las Floriditas,https://resy.com/cities/mobile-al/venues/las-floriditas,71750,Mobile,AL
Le Moyne's Chophouse,https://resy.com/cities/mobile-al/venues/le-moynes-chophouse,81625,Mobile,AL
Ruby Slipper Mobile,https://resy.com/cities/mobile-al/venues/ruby-slipper-mobile,72552,Mobile,AL
"Slurp Society, LLC",https://resy.com/cities/mobile-al/venues/slurp-society-llc,66854,Mobile,AL
The Hummingbird Way,https://resy.com/cities/mobile-al/venues/the-hummingbird-way,9559,Mobile,AL
CO/OP Community Table + Bar,https://resy.com/cities/huntsville-al/venues/co-op-community-table-and-bar,62932,Huntsville,AL
Commerce Kitchen,https://resy.com/cities/huntsville-al/venues/commerce-kitchen,72224,Huntsville,AL
Cotton Row,https://resy.com/cities/huntsville-al/venues/cotton-row,72223,Huntsville,AL
Cru Lounge - Huntsville,https://resy.com/cities/huntsville-al/venues/cru-lounge-huntsville,64401,Huntsville,AL
Grille on Main,https://resy.com/cities/huntsville-al/venues/grille-on-main,72226,Huntsville,AL
Grille on Main,https://resy.com/cities/huntsville-al/venues/grille-on-main,72226,Huntsville,AL
Kona Grill Huntsville,https://resy.com/cities/huntsville-al/venues/kona-grill-huntsville,44034,Huntsville,AL
Mazzara's Vinoteca,https://resy.com/cities/huntsville-al/venues/mazzaras,52573,Huntsville,AL
Pane e Vino,https://resy.com/cities/huntsville-al/venues/pane-e-vino-al,72225,Huntsville,AL
Phat Sammys,https://resy.com/cities/huntsville-al/venues/phat-sammys,73272,Huntsville,AL
Purveyor Huntsville,https://resy.com/cities/huntsville-al/venues/purveyor-huntsville,3218,Huntsville,AL
Rhythm on Monroe,https://resy.com/cities/huntsville-al/venues/rhythm-on-monroe,78712,Huntsville,AL
Superhero Chefs Huntsville,https://resy.com/cities/huntsville-al/venues/superhero-chefs-huntsville,65573,Huntsville,AL
The Tea Room at Annabella,https://resy.com/cities/huntsville-al/venues/annabella-at-cedar-glen,84256,Huntsville,AL
Dillard's Chophouse,https://resy.com/cities/tuscaloosa-al/venues/dillards-chophouse,73573,Tuscaloosa,AL
River,https://resy.com/cities/tuscaloosa-al/venues/river,5569,Tuscaloosa,AL
J. Alexander's Madison,https://resy.com/cities/madison-al/venues/j-alexanders-madison-alabama,58507,Madison,AL
SaZa Serious Italian Food,https://resy.com/cities/madison-al/venues/saza-serious-italian-food,66734,Madison,AL
Lil Mazzara's,https://resy.com/cities/athens-al/venues/lil-mazzaras,77371,Athens,AL
Lucy Buffett’s LuLu’s - Gulf Shores,https://resy.com/cities/gulf-shores-al/venues/lucy-buffetts-lulus-fun-food-music-gulf-shores,79755,Gulf Shores,AL
Odette,https://resy.com/cities/florence-al/venues/odette,5205,Florence,AL
SpringHouse,https://resy.com/cities/alexander-city-al/venues/springhouse-restaurant,1996,Alexander City,AL
The Bright Star,https://resy.com/cities/bessemer-al/venues/the-bright-star,54460,Bessemer,AL
The Little Donkey Homewood,https://resy.com/cities/homewood-al/venues/the-little-donkey-homewood,72107,Homewood,AL
The St Clair,https://resy.com/cities/pell-city-al/venues/the-st-clair,66838,Pell City,AL
The Waverly Local,https://resy.com/cities/waverly-al/venues/the-waverly-local,58577,Waverly,AL
Vino,https://resy.com/cities/mountain-brook-al/venues/vino,70118,Mountain Brook,AL
Alchemy|Salt|Soy,https://resy.com/cities/memphis-tn-ar/venues/alchemy-salt-soy,1992,Memphis Tn,AR
Andrew Michael Italian Kitchen,https://resy.com/cities/memphis-tn-ar/venues/andrew-michael-italian-kitchen,6351,Memphis Tn,AR
Arcade Restaurant,https://resy.com/cities/memphis-tn-ar/venues/arcade-restaurant,54228,Memphis Tn,AR
Bari Ristorante e Enoteca,https://resy.com/cities/memphis-tn-ar/venues/bari-ristorante-e-enoteca,52983,Memphis Tn,AR
Belle Meade Social,https://resy.com/cities/memphis-tn-ar/venues/belle-meade-social,71392,Memphis Tn,AR
Bog and Barley,https://resy.com/cities/memphis-tn-ar/venues/bog-and-barley,70859,Memphis Tn,AR
Boscos Brewing Co.,https://resy.com/cities/memphis-tn-ar/venues/boscos-brewing-co,6966,Memphis Tn,AR
Catherine & Mary's,https://resy.com/cities/memphis-tn-ar/venues/catherine-and-marys,6350,Memphis Tn,AR
Ciao Bella,https://resy.com/cities/memphis-tn-ar/venues/ciao-bella-tn,72737,Memphis Tn,AR
Cru Lounge Memphis,https://resy.com/cities/memphis-tn-ar/venues/cru-lounge-memphis,65239,Memphis Tn,AR
Ecco on Overton Park,https://resy.com/cities/memphis-tn-ar/venues/ecco-on-overton-park,58631,Memphis Tn,AR
Hen House Wine Bar,https://resy.com/cities/memphis-tn-ar/venues/hen-house-wine-bar,56946,Memphis Tn,AR
Highlander Scottish Pub,https://resy.com/cities/memphis-tn-ar/venues/highlander-scottish-pub,5592,Memphis Tn,AR
Hog & Hominy,https://resy.com/cities/memphis-tn-ar/venues/hog-and-hominy,6346,Memphis Tn,AR
Ecco on Overton Park,https://resy.com/cities/memphis-tn-ar/venues/ecco-on-overton-park,58631,Memphis Tn,AR
Hen House Wine Bar,https://resy.com/cities/memphis-tn-ar/venues/hen-house-wine-bar,56946,Memphis Tn,AR
Highlander Scottish Pub,https://resy.com/cities/memphis-tn-ar/venues/highlander-scottish-pub,5592,Memphis Tn,AR
Hog & Hominy,https://resy.com/cities/memphis-tn-ar/venues/hog-and-hominy,6346,Memphis Tn,AR
J. Alexander’s  Memphis,https://resy.com/cities/memphis-tn-ar/venues/j-alexanders-memphis,6884,Memphis Tn,AR
Lafayette's Music Room,https://resy.com/cities/memphis-tn-ar/venues/lafayettes-music-room,77414,Memphis Tn,AR
Magnolia & May,https://resy.com/cities/memphis-tn-ar/venues/58647,58647,Memphis Tn,AR
Napa Cafe,https://resy.com/cities/memphis-tn-ar/venues/napa-cafe,54956,Memphis Tn,AR
Petals of a Peony - Overton Square,https://resy.com/cities/memphis-tn-ar/venues/petals-of-a-peony-overton-square,84252,Memphis Tn,AR
Restaurant Iris,https://resy.com/cities/memphis-tn-ar/venues/restaurant-iris,6030,Memphis Tn,AR
SOB - Downtown,https://resy.com/cities/memphis-tn-ar/venues/sob-downtown,12306,Memphis Tn,AR
SOB - East Memphis,https://resy.com/cities/memphis-tn-ar/venues/sob-east-memphis,12304,Memphis Tn,AR
Stoney River Steakhouse and Grill - Germantown,https://resy.com/cities/memphis-tn-ar/venues/stoney-river-steakhouse-and-grill-germantown,6904,Memphis Tn,AR
The Butcher Shop Steakhouse,https://resy.com/cities/memphis-tn-ar/venues/the-butcher-shop-steakhouse,68664,Memphis Tn,AR
The Lobbyist,https://resy.com/cities/memphis-tn-ar/venues/the-lobbyist,68240,Memphis Tn,AR
The Lookout,https://resy.com/cities/memphis-tn-ar/venues/the-lookout-tn,74355,Memphis Tn,AR
The Majestic Grille,https://resy.com/cities/memphis-tn-ar/venues/the-majestic-grille,10266,Memphis Tn,AR
The Public Bistro,https://resy.com/cities/memphis-tn-ar/venues/the-public-bistro,74600,Memphis Tn,AR
The Second Line,https://resy.com/cities/memphis-tn-ar/venues/the-second-line,58660,Memphis Tn,AR
Atlas the Restaurant,https://resy.com/cities/fayetteville-ar/venues/atlas-the-restaurant,8680,Fayetteville,AR
Bienvenue,https://resy.com/cities/fayetteville-ar/venues/bienvenue,73424,Fayetteville,AR
Bordinos Restaurant and Wine Bar,https://resy.com/cities/fayetteville-ar/venues/bordinos-restaurant-and-wine-bar,10676,Fayetteville,AR
Feed and Folly,https://resy.com/cities/fayetteville-ar/venues/feed-and-folly-dining-room,33879,Fayetteville,AR
Feed and Folly,https://resy.com/cities/fayetteville-ar/venues/feed-and-folly-dining-room,33879,Fayetteville,AR
The Guisinger,https://resy.com/cities/fayetteville-ar/venues/the-guisinger,81582,Fayetteville,AR
THEO'S - Fayetteville,https://resy.com/cities/fayetteville-ar/venues/theos-fayetteville,32002,Fayetteville,AR
George's,https://resy.com/cities/little-rock-ar/venues/georges,72767,Little Rock,AR
George's,https://resy.com/cities/little-rock-ar/venues/georges,72767,Little Rock,AR
Theo's Rogers,https://resy.com/cities/rogers-ar/venues/theos-rogers,32700,Rogers,AR
Amelia's Mexican Kitchen - Oracle,https://resy.com/cities/tucson-az/venues/amelias-mexican-kitchen-oracle,82954,Tucson,AZ
Boca Tacos Y Tequila,https://resy.com/cities/tucson-az/venues/boca-tacos-y-tequila,51461,Tucson,AZ
"Brother John's Beer, Bourbon & BBQ",https://resy.com/cities/tucson-az/venues/brother-johns-beer-bourbon-and-bbq,54226,Tucson,AZ
Contigo Latin Kitchen,https://resy.com/cities/tucson-az/venues/contigo-latin-kitchen,83969,Tucson,AZ
Feast - Tucson,https://resy.com/cities/tucson-az/venues/feast-tucson,52173,Tucson,AZ
Forty Niner Country Club,https://resy.com/cities/tucson-az/venues/forty-niner-country-club,74315,Tucson,AZ
Feast - Tucson,https://resy.com/cities/tucson-az/venues/feast-tucson,52173,Tucson,AZ
Forty Niner Country Club,https://resy.com/cities/tucson-az/venues/forty-niner-country-club,74315,Tucson,AZ
Locale Neighborhood Italian,https://resy.com/cities/tucson-az/venues/locale-neighborhood-italian,52947,Tucson,AZ
Penca,https://resy.com/cities/tucson-az/venues/penca,76451,Tucson,AZ
The Canyon Club at Loews Ventana Canyon Resort,https://resy.com/cities/tucson-az/venues/the-canyon-club-at-loews-ventana-canyon-resort,35181,Tucson,AZ
The Flying V at Loews Ventana Canyon Resort,https://resy.com/cities/tucson-az/venues/the-flying-v-at-loews-ventana-canyon-resort,30094,Tucson,AZ
Bacanora,https://resy.com/cities/phoenix-az/venues/bacanora,58688,Phoenix,AZ
Four Peaks 8th Street,https://resy.com/cities/phoenix-az/venues/four-peaks-brewing-company,5815,Phoenix,AZ
Gallo Blanco Cafe,https://resy.com/cities/phoenix-az/venues/gallo-blanco-cafe,52013,Phoenix,AZ
Four Peaks 8th Street,https://resy.com/cities/phoenix-az/venues/four-peaks-brewing-company,5815,Phoenix,AZ
Gallo Blanco Cafe,https://resy.com/cities/phoenix-az/venues/gallo-blanco-cafe,52013,Phoenix,AZ
Kid Sister,https://resy.com/cities/phoenix-az/venues/kid-sister,73554,Phoenix,AZ
Kona Grill Desert Ridge,https://resy.com/cities/phoenix-az/venues/kona-grill-desert-ridge,74077,Phoenix,AZ
Nichols West,https://resy.com/cities/phoenix-az/venues/nichols-west,58550,Phoenix,AZ
Tarbell's,https://resy.com/cities/phoenix-az/venues/tarbells,29988,Phoenix,AZ
Tarbell’s Wine Bar (Tavern),https://resy.com/cities/phoenix-az/venues/tarbells-the-tavern,29991,Phoenix,AZ
The Duce,https://resy.com/cities/phoenix-az/venues/the-duce,52629,Phoenix,AZ
Valentine,https://resy.com/cities/phoenix-az/venues/valentine,49438,Phoenix,AZ
Bella Vista,https://resy.com/cities/sun-city-west-az/venues/bella-vista,79850,Sun City West,AZ
Blue 32 Sports Grill - Gilbert,https://resy.com/cities/gilbert-az/venues/blue-32-sports-grill-gilbert,83901,Gilbert,AZ
Blue 32 Sports Grill - South Gilbert,https://resy.com/cities/gilbert-az/venues/blue-32-sports-grill,83776,Gilbert,AZ
Kona Grill Gilbert,https://resy.com/cities/gilbert-az/venues/kona-grill-gilbert,44031,Gilbert,AZ
Blue 32 Sports Grill - Mesa,https://resy.com/cities/mesa-az-az/venues/blue-32-sports-grill-mesa,83846,Mesa Az,AZ
Donabe,https://resy.com/cities/scottsdale-az/venues/donabe,73342,Scottsdale,AZ
Etta - Scottsdale,https://resy.com/cities/scottsdale-az/venues/etta-scottsdale,84888,Scottsdale,AZ
Donabe,https://resy.com/cities/scottsdale-az/venues/donabe,73342,Scottsdale,AZ
Etta - Scottsdale,https://resy.com/cities/scottsdale-az/venues/etta-scottsdale,84888,Scottsdale,AZ
K O'Donnell's Sports Bar & Grill,https://resy.com/cities/scottsdale-az/venues/k-odonnells-sports-bar-and-grill,74100,Scottsdale,AZ
Mavrix,https://resy.com/cities/scottsdale-az/venues/mavrix,76889,Scottsdale,AZ
Mon Chéri,https://resy.com/cities/scottsdale-az/venues/mon-cheri,79404,Scottsdale,AZ
Rossa Kitchen & Patio,https://resy.com/cities/scottsdale-az/venues/rossa-kitchen-and-patio,76055,Scottsdale,AZ
STK Scottsdale,https://resy.com/cities/scottsdale-az/venues/stk-scottsdale,53960,Scottsdale,AZ
Village Tavern - Scottsdale,https://resy.com/cities/scottsdale-az/venues/village-tavern-scottsdale,10919,Scottsdale,AZ
Teatro Italian Food & Wine,https://resy.com/cities/flagstaff-az/venues/teatro-italian-food-and-wine,65560,Flagstaff,AZ
Tinderbox Kitchen,https://resy.com/cities/flagstaff-az/venues/tinderbox-kitchen,40831,Flagstaff,AZ
The Original Caffe Boa,https://resy.com/cities/tempe-az/venues/caffe-boa,2350,Tempe,AZ
Tillo's Kitchen + Patio,https://resy.com/cities/chandler-az/venues/tillos-kitchen-patio,79064,Chandler,AZ
1 Pico,https://resy.com/cities/santa-monica-ca/venues/1-pico,78050,Santa Monica,CA
Afternoon Tea at The Fairmont Miramar,https://resy.com/cities/santa-monica-ca/venues/afternoon-tea-at-the-fairmont-miramar,71938,Santa Monica,CA
Bar Monette,https://resy.com/cities/santa-monica-ca/venues/bar-monette,68633,Santa Monica,CA
Barney's Beanery Santa Monica,https://resy.com/cities/santa-monica-ca/venues/barneys-beanery-santa-monica,59871,Santa Monica,CA
Burgette,https://resy.com/cities/santa-monica-ca/venues/burgette,80536,Santa Monica,CA
Canary,https://resy.com/cities/santa-monica-ca/venues/canary,52902,Santa Monica,CA
Chelsea,https://resy.com/cities/santa-monica-ca/venues/chelsea,81557,Santa Monica,CA
COAST,https://resy.com/cities/santa-monica-ca/venues/coast,78051,Santa Monica,CA
Crudo e Nudo,https://resy.com/cities/santa-monica-ca/venues/crudo-e-nudo,44364,Santa Monica,CA
Fairmont Miramar Hotel & Bungalows – Lobby Lounge,https://resy.com/cities/santa-monica-ca/venues/fairmont-miramar-hotel-and-bungalows-lobby-lounge,54973,Santa Monica,CA
Fairmont Miramar Hotel & Bungalows – Lobby Lounge,https://resy.com/cities/santa-monica-ca/venues/fairmont-miramar-hotel-and-bungalows-lobby-lounge,54973,Santa Monica,CA
Interstellar,https://resy.com/cities/santa-monica-ca/venues/interstellar,65786,Santa Monica,CA
Jonah's Kitchen + Bar,https://resy.com/cities/santa-monica-ca/venues/jonahs-kitchen-and-bar,60657,Santa Monica,CA
Layla,https://resy.com/cities/santa-monica-ca/venues/layla-ca,77942,Santa Monica,CA
Le Great Outdoor,https://resy.com/cities/santa-monica-ca/venues/le-great-outdoor,80001,Santa Monica,CA
Marmalade Cafe - Santa Monica,https://resy.com/cities/santa-monica-ca/venues/marmalade-cafe-santa-monica,80786,Santa Monica,CA
Milo & Olive,https://resy.com/cities/santa-monica-ca/venues/milo-and-olive,34182,Santa Monica,CA
Mon Ami,https://resy.com/cities/santa-monica-ca/venues/mon-ami,71667,Santa Monica,CA
MUSE Santa Monica,https://resy.com/cities/santa-monica-ca/venues/muse-santa-monica,76777,Santa Monica,CA
Patio del Mar,https://resy.com/cities/santa-monica-ca/venues/patio-del-mar,78053,Santa Monica,CA
Santa Monica Seafood - Santa Monica,https://resy.com/cities/santa-monica-ca/venues/santa-monica-seafood-santa-monica,71617,Santa Monica,CA
Santa Monica Whaler,https://resy.com/cities/santa-monica-ca/venues/santa-monica-whaler,83903,Santa Monica,CA
Sirena,https://resy.com/cities/santa-monica-ca/venues/sirena-restaurant,72477,Santa Monica,CA
Solidarity,https://resy.com/cities/santa-monica-ca/venues/solidarity,70710,Santa Monica,CA
Terrazza,https://resy.com/cities/santa-monica-ca/venues/terrazza,78054,Santa Monica,CA
The Galley,https://resy.com/cities/santa-monica-ca/venues/the-galley,60062,Santa Monica,CA
The Georgian Room,https://resy.com/cities/santa-monica-ca/venues/the-georgian-room,72955,Santa Monica,CA
Tu Madre - Santa Monica,https://resy.com/cities/santa-monica-ca/venues/tu-madre-santa-monica,65779,Santa Monica,CA
Via Veneto,https://resy.com/cities/santa-monica-ca/venues/via-veneto,66507,Santa Monica,CA
Xuntos,https://resy.com/cities/santa-monica-ca/venues/xuntos,73164,Santa Monica,CA
101 North Eatery and Bar,https://resy.com/cities/thousand-oaks-ca/venues/101-north-eatery-and-bar,23425,Thousand Oaks,CA
Farfalla Westlake Village,https://resy.com/cities/thousand-oaks-ca/venues/farfalla-westlake-village,43196,Thousand Oaks,CA
Farfalla Westlake Village,https://resy.com/cities/thousand-oaks-ca/venues/farfalla-westlake-village,43196,Thousand Oaks,CA
Marmalade Cafe - Westlake Village,https://resy.com/cities/thousand-oaks-ca/venues/marmalade-cafe-westlake-village,84324,Thousand Oaks,CA
Seabutter Westlake Village,https://resy.com/cities/thousand-oaks-ca/venues/seabutter-westlake-village,60632,Thousand Oaks,CA
1010 Wine and Events,https://resy.com/cities/inglewood-ca/venues/1010-wine-and-events,60040,Inglewood,CA
Cork & Batter,https://resy.com/cities/inglewood-ca/venues/cork-and-batter,73727,Inglewood,CA
1601 Bar & Kitchen,https://resy.com/cities/san-francisco-ca/venues/1601-bar-and-kitchen,10600,San Francisco,CA
620 Jones,https://resy.com/cities/san-francisco-ca/venues/620-jones,84199,San Francisco,CA
7 Adams,https://resy.com/cities/san-francisco-ca/venues/7-adams,73535,San Francisco,CA
Acquerello,https://resy.com/cities/san-francisco-ca/venues/acquerello,10737,San Francisco,CA
Almond & Oak,https://resy.com/cities/san-francisco-ca/venues/almond-and-oak,6539,San Francisco,CA
AltoVino,https://resy.com/cities/san-francisco-ca/venues/altovino,30223,San Francisco,CA
Amelie,https://resy.com/cities/san-francisco-ca/venues/amelie,80121,San Francisco,CA
Angie's Pizza,https://resy.com/cities/san-francisco-ca/venues/angies-pizza,73271,San Francisco,CA
Aracely Cafe,https://resy.com/cities/san-francisco-ca/venues/aracely-cafe,70901,San Francisco,CA
Attraversiamo,https://resy.com/cities/san-francisco-ca/venues/attraversiamo,1408,San Francisco,CA
Azalina's,https://resy.com/cities/san-francisco-ca/venues/azalinas,60292,San Francisco,CA
Bar Crudo,https://resy.com/cities/san-francisco-ca/venues/bar-crudo,52883,San Francisco,CA
Bar Gemini,https://resy.com/cities/san-francisco-ca/venues/bar-gemini,74859,San Francisco,CA
Bar Jabroni,https://resy.com/cities/san-francisco-ca/venues/bar-jabroni,82590,San Francisco,CA
Bar Sprezzatura,https://resy.com/cities/san-francisco-ca/venues/bar-sprezzatura,65645,San Francisco,CA
Barberio Osteria,https://resy.com/cities/san-francisco-ca/venues/barberio-osteria,73390,San Francisco,CA
Basil Thai Restaurant & Bar,https://resy.com/cities/san-francisco-ca/venues/basil-thai-restaurant-and-bar,13912,San Francisco,CA
Belotti Ristorante e Bottega,https://resy.com/cities/san-francisco-ca/venues/belotti-ristorante-e-bottega,2068,San Francisco,CA
Besharam,https://resy.com/cities/san-francisco-ca/venues/besharam,61001,San Francisco,CA
Blue Mermaid Restaurant & Bar,https://resy.com/cities/san-francisco-ca/venues/blue-mermaid-restaurant-and-bar,6918,San Francisco,CA
Boulettes Larder,https://resy.com/cities/san-francisco-ca/venues/boulettes-larder,3859,San Francisco,CA
Brenda's French Soul Food,https://resy.com/cities/san-francisco-ca/venues/brendas-french-soul-food,7501,San Francisco,CA
Brenda's Meat & Three,https://resy.com/cities/san-francisco-ca/venues/brendas-meat-and-three,39437,San Francisco,CA
Buddy,https://resy.com/cities/san-francisco-ca/venues/buddy,59934,San Francisco,CA
Café Chez Panisse,https://resy.com/cities/san-francisco-ca/venues/chez-panisse-cafe,547,San Francisco,CA
Camino Alto,https://resy.com/cities/san-francisco-ca/venues/camino-alto,56952,San Francisco,CA
Cantina Los Mayas,https://resy.com/cities/san-francisco-ca/venues/cantina-los-mayas,74561,San Francisco,CA
Casaro Osteria,https://resy.com/cities/san-francisco-ca/venues/casaro-osteria,82044,San Francisco,CA
Cassava,https://resy.com/cities/san-francisco-ca/venues/Cassava,1576,San Francisco,CA
Cavaña,https://resy.com/cities/san-francisco-ca/venues/cavana,66668,San Francisco,CA
Chīsai Sushi Club,https://resy.com/cities/san-francisco-ca/venues/chisai-sushi-club,54263,San Francisco,CA
Cielito Cocina Mexicana,https://resy.com/cities/san-francisco-ca/venues/cielito-cocina-mexicana,7335,San Francisco,CA
Colibri Mexican Bistro,https://resy.com/cities/san-francisco-ca/venues/colibri-mexican-bistro,64870,San Francisco,CA
Collina,https://resy.com/cities/san-francisco-ca/venues/collina,84783,San Francisco,CA
Copra,https://resy.com/cities/san-francisco-ca/venues/copra,67605,San Francisco,CA
DamnFine,https://resy.com/cities/san-francisco-ca/venues/damnfine,60774,San Francisco,CA
Del Popolo,https://resy.com/cities/san-francisco-ca/venues/del-popolo,358,San Francisco,CA
Delage,https://resy.com/cities/san-francisco-ca/venues/delage,515,San Francisco,CA
District San Francisco,https://resy.com/cities/san-francisco-ca/venues/district-san-francisco,50790,San Francisco,CA
Doma Sushi Bar,https://resy.com/cities/san-francisco-ca/venues/doma-sushi-bar,76035,San Francisco,CA
Donaji,https://resy.com/cities/san-francisco-ca/venues/donaji,68773,San Francisco,CA
E&O Kitchen and Bar,https://resy.com/cities/san-francisco-ca/venues/eando-kitchen-and-bar,73167,San Francisco,CA
Ernest,https://resy.com/cities/san-francisco-ca/venues/ernest,49461,San Francisco,CA
Esin Restaurant & Bar,https://resy.com/cities/san-francisco-ca/venues/esin-restaurant-and-bar,2241,San Francisco,CA
Fieldwork Brewing San Mateo,https://resy.com/cities/san-francisco-ca/venues/fieldwork-brewing-san-mateo,26440,San Francisco,CA
Firenze by Night,https://resy.com/cities/san-francisco-ca/venues/firenze-by-night,76449,San Francisco,CA
Fisch & Flore,https://resy.com/cities/san-francisco-ca/venues/fisch-and-flore,80531,San Francisco,CA
Flatiron Wines & Spirits,https://resy.com/cities/san-francisco-ca/venues/flatiron-wines-and-spirits,27177,San Francisco,CA
Flour + Water,https://resy.com/cities/san-francisco-ca/venues/flour-and-water,6291,San Francisco,CA
Flour + Water Pizzeria - North Beach,https://resy.com/cities/san-francisco-ca/venues/fw-pizzeria-north-beach,72711,San Francisco,CA
Foliage SF,https://resy.com/cities/san-francisco-ca/venues/Foliage-SF,35007,San Francisco,CA
Gen-Gen Room,https://resy.com/cities/san-francisco-ca/venues/gen-gen,73310,San Francisco,CA
Gialina,https://resy.com/cities/san-francisco-ca/venues/gialina,912,San Francisco,CA
Good Good Culture Club,https://resy.com/cities/san-francisco-ca/venues/good-good-culture-club,28462,San Francisco,CA
